antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,kulczynski,zhangs_metric,jaccard,certainty
"Beans, Gourd & Cucumber",Other Vegetables,0.18255634887302255,0.4300713985720286,0.13089738205235896,0.7170245398773006,1.6672220990701687,0.05238511777433498,2.014056629436517,0.5106932595219836,0.48957489424330036,0.27172333623946526,0.5034896311332739
Other Vegetables,"Beans, Gourd & Cucumber",0.4300713985720286,0.18255634887302255,0.13089738205235896,0.3043619791666667,1.6672220990701687,0.05238511777433498,1.175099155948561,0.5106932595219836,0.7021930256660847,0.27172333623946526,0.14900798376220245
Beans,"Other Vegetables, Root Vegetables",0.39717205655886884,0.24597508049839004,0.15469690606187878,0.3894959464222771,1.583477259700811,0.05700247747809989,1.2350858525554664,0.5092044330859251,0.6112497977146483,0.31670965892805963,0.19033968534985612
"Other Vegetables, Root Vegetables",Beans,0.24597508049839004,0.39717205655886884,0.15469690606187878,0.6289129197495732,1.583477259700811,0.05700247747809989,1.6244918659909013,0.5092044330859251,0.48868206998872554,0.31670965892805963,0.3844228949770555
Other Vegetables,"Beans, Root Vegetables",0.4300713985720286,0.2384152316953661,0.15469690606187878,0.3597005208333333,1.5087145157442747,0.052161333925778444,1.189419627977547,0.5042777413326972,0.5916251246261217,0.30108991825613085,0.15925382726332715
"Beans, Root Vegetables",Other Vegetables,0.2384152316953661,0.4300713985720286,0.15469690606187878,0.648854961832061,1.5087145157442747,0.052161333925778444,1.6230575388492228,0.5042777413326972,0.4427400519031142,0.30108991825613085,0.38387889765817046
Root Vegetables,"Beans, Other Vegetables",0.4232115357692846,0.24415511689766203,0.15469690606187878,0.3655309295401919,1.497125819785316,0.051367644073690016,1.1913029622619227,0.4995659234856923,0.5756936695514653,0.30174767886400883,0.16058296530942595
"Beans, Other Vegetables",Root Vegetables,0.24415511689766203,0.4232115357692846,0.15469690606187878,0.6336009174311927,1.497125819785316,0.051367644073690016,1.574208265443455,0.4995659234856923,0.4393143023804476,0.30174767886400883,0.3647600371871383
Beans,"Gourd & Cucumber, Other Vegetables",0.39717205655886884,0.19571608567828644,0.13089738205235896,0.3295734931265421,1.6839366676701646,0.05316442180186216,1.199660076199107,0.499193041269995,0.6737468673235456,0.2833333333333333,0.16643054158448917
"Gourd & Cucumber, Other Vegetables",Beans,0.19571608567828644,0.39717205655886884,0.13089738205235896,0.6688125894134478,1.6839366676701648,0.05316442180186216,1.8202018681008671,0.499193041269995,0.5049876432889796,0.2833333333333333,0.45061038694385913
"Gourd & Cucumber, Root Vegetables",Other Vegetables,0.16911661766764666,0.4300713985720286,0.12095758084838303,0.7152317880794701,1.6630536009933772,0.04822536056628719,2.0013771817586896,0.49824089403973504,0.47984648506973687,0.2529274004683841,0.5003440585241107
Other Vegetables,"Gourd & Cucumber, Root Vegetables",0.4300713985720286,0.16911661766764666,0.12095758084838303,0.28124999999999994,1.663053600993377,0.04822536056628719,1.1560116623754482,0.49824089403973504,0.6995551188624143,0.2529274004683841,0.13495682392586345
"Beans, Other Vegetables",Gourd & Cucumber,0.24415511689766203,0.3009939801203976,0.13089738205235896,0.5361238532110092,1.7811779923191808,0.05740816165057072,1.506880715290515,0.4855037870706209,0.5802431228599474,0.31598513011152424,0.33637746514845557
Gourd & Cucumber,"Beans, Other Vegetables",0.3009939801203976,0.24415511689766203,0.13089738205235896,0.4348837209302326,1.7811779923191808,0.05740816165057072,1.3375032910864417,0.4855037870706209,0.6274249189507022,0.31598513011152424,0.252338288313512
Gourd & Cucumber,Root Vegetables,0.3009939801203976,0.4232115357692846,0.16911661766764666,0.5618604651162792,1.3276114132734311,0.04173249308358368,1.3164492548790216,0.48073175422535763,0.35302635610384353,0.3046658259773014,0.24038089862271414
Root Vegetables,Gourd & Cucumber,0.4232115357692846,0.3009939801203976,0.16911661766764666,0.399603043334436,1.3276114132734311,0.04173249308358368,1.1642397785653102,0.48073175422535763,0.4278302417540026,0.3046658259773014,0.14107040627636222
"Beans, Gourd & Cucumber, Root Vegetables",Other Vegetables,0.1124177516449671,0.4300713985720286,0.08567828643427132,0.7621419676214197,1.7721289305728518,0.03733062675999735,2.3960872615008437,0.48068035881070986,0.4908919403723635,0.18755746245786084,0.582652929186883
"Gourd & Cucumber, Root Vegetables",Beans,0.16911661766764666,0.39717205655886884,0.1124177516449671,0.6647350993377483,1.673670361145413,0.045249356807627955,1.7980645819182381,0.47389028495262464,0.48443715175085844,0.2476866132017273,0.4438464502019359
Beans,"Gourd & Cucumber, Root Vegetables",0.39717205655886884,0.16911661766764666,0.1124177516449671,0.2830454705675009,1.673670361145413,0.045249356807627955,1.1589066645412422,0.47389028495262464,0.6677042488716546,0.2476866132017273,0.13711774157770157
"Moong Dal, Toor Dal, Urad Dal",Other Dals,0.02253954920901582,0.22987540249195015,0.019179616407671848,0.8509316770186336,3.7017082636687575,0.01399832846126222,5.166252508283169,0.467183256292508,0.7466843834092672,0.08223289315726293,0.8064360968813125
Beans,"Gourd & Cucumber, Other Vegetables, Root Vegetables",0.39717205655886884,0.12095758084838303,0.08567828643427132,0.21572083186464575,1.783442016214311,0.037637315292333384,1.1208284688238819,0.46202708259898956,0.7287095980984126,0.19812236969893174,0.10780281924019185
"Gourd & Cucumber, Other Vegetables, Root Vegetables",Beans,0.12095758084838303,0.39717205655886884,0.08567828643427132,0.7083333333333334,1.783442016214311,0.037637315292333384,2.066838663226736,0.46202708259898956,0.49973300356932077,0.19812236969893174,0.5161692986530423
Moong Dal,Other Dals,0.13285734285314293,0.22987540249195015,0.07699846003079938,0.5795574288724974,2.521180703067143,0.046457824868422135,1.8316998572309258,0.4572573989673084,0.69580297648751,0.2694757471827536,0.4540590282559987
Other Dals,Moong Dal,0.22987540249195015,0.13285734285314293,0.07699846003079938,0.33495736906211937,2.521180703067143,0.046457824868422135,1.3038903324497613,0.4572573989673084,0.7834582142089868,0.2694757471827536,0.23306433438984805
"Moong Dal, Toor Dal, Urad Dal, Whole Spices",Other Dals,0.013439731205375893,0.22987540249195015,0.011479770404591909,0.8541666666666666,3.715781059683313,0.008390306784372503,5.280854382912341,0.4520528826634186,0.7408341899510948,0.04951690821256039,0.8106367024177422
Root Vegetables,"Gourd & Cucumber, Other Vegetables",0.4232115357692846,0.19571608567828644,0.12095758084838303,0.28580879920608665,1.4603234998062067,0.03812827565372254,1.1261464905023344,0.45191727513952396,0.5465092367853289,0.24290132133820633,0.11201605791628841
"Gourd & Cucumber, Other Vegetables",Root Vegetables,0.19571608567828644,0.4232115357692846,0.12095758084838303,0.6180257510729613,1.4603234998062067,0.03812827565372254,1.5100192378174906,0.45191727513952396,0.3919265544918286,0.24290132133820633,0.3377567815325638
"Beans, Gourd & Cucumber, Root Vegetables, Toor Dal",Other Vegetables,0.019599608007839844,0.4300713985720286,0.016939661206775865,0.8642857142857143,2.0096330915178573,0.008510430379380653,4.1994739052587375,0.45183686755952385,0.5124403590904961,0.03914590747330961,0.7618749342036004
"Boiled Rice, Other Dals, Toor Dal",Urad Dal,0.012739745205095899,0.10261794764104717,0.010219795604087919,0.8021978021978022,7.8173245581158275,0.008912469097671107,4.536764820259151,0.4508942626268684,0.8833324268253833,0.09720372836218377,0.7795786117158973
"Gourd & Cucumber, Root Vegetables, Toor Dal",Other Vegetables,0.027299454010919783,0.4300713985720286,0.022959540809183818,0.841025641025641,1.955548878205128,0.011218826442454772,3.585034750917885,0.44720552884615383,0.5023484561270484,0.05285207863358041,0.7210626759631918
Gourd & Cucumber,"Other Vegetables, Root Vegetables",0.3009939801203976,0.24597508049839004,0.12095758084838303,0.4018604651162791,1.6337446228375536,0.04692056235873743,1.2606170893689437,0.44680388082222605,0.5549440513014517,0.28393033190930006,0.20673770930664342
"Other Vegetables, Root Vegetables",Gourd & Cucumber,0.24597508049839004,0.3009939801203976,0.12095758084838303,0.491747296528173,1.6337446228375534,0.04692056235873743,1.3753119562468774,0.44680388082222605,0.5144514757051891,0.28393033190930006,0.2728922369518806
"Avalakki / Poha, Moong Dal, Toor Dal",Other Dals,0.012179756404871903,0.22987540249195015,0.010219795604087919,0.8390804597701149,3.650153303372674,0.0074199691982640825,4.785774284514309,0.4417692189228163,0.7349909141738888,0.04408212560386474,0.7910473957713018
Root Vegetables,"Beans, Gourd & Cucumber",0.4232115357692846,0.18255634887302255,0.1124177516449671,0.2656301687065829,1.455058508490124,0.03515779887398192,1.113122593403988,0.44071385735942636,0.5422133625119394,0.22786606129398412,0.1016263564088237
"Beans, Gourd & Cucumber",Root Vegetables,0.18255634887302255,0.4232115357692846,0.1124177516449671,0.6157975460122699,1.4550585084901237,0.03515779887398192,1.5012617911314425,0.44071385735942636,0.38258589716547187,0.22786606129398412,0.33389365804991356
"Boiled Rice, Root Vegetables, Whole Spices",Beans,0.012459750804983901,0.39717205655886884,0.010639787204255916,0.8539325842696629,2.150031882071978,0.005691122352829438,4.127052843558513,0.44036072287152517,0.5416393087908317,0.026666666666666665,0.7576963421825829
"Moong Dal, Toor Dal",Other Dals,0.05249895002099958,0.22987540249195015,0.0375192496150077,0.7146666666666667,3.1089305724725946,0.02545103234852565,2.6990348043506422,0.4389411287048315,0.7159316449666562,0.15323041738136078,0.6294971823304853
"Moong Dal, Sugar, Urad Dal",Other Dals,0.01623967520649587,0.22987540249195015,0.013299734005319894,0.8189655172413793,3.5626496282918225,0.009566632130888111,4.254021586234942,0.4384108950396909,0.7311842292510841,0.057125676488274206,0.7649283202427145
"Moong Dal, Raw Rice, Urad Dal",Other Dals,0.012459750804983901,0.22987540249195015,0.010359792804143918,0.8314606741573034,3.617005843791485,0.0074956025728988435,4.56940594521443,0.4382638328155579,0.7326569552257105,0.04465902232951117,0.7811531713335063
"Beans, Gourd & Cucumber, Toor Dal",Other Vegetables,0.031919361612767747,0.4300713985720286,0.025899482010359794,0.8114035087719298,1.8866716351425437,0.012171877520030447,3.021947002920406,0.4358124314692982,0.48546168728381306,0.05939004815409309,0.6690875124435998
"Boiled Rice, Gourd & Cucumber, Root Vegetables",Beans,0.014699706005879883,0.39717205655886884,0.012319753604927902,0.8380952380952381,2.1101566040586133,0.006481441139761833,3.723349062430517,0.4345569599006328,0.5339504378826629,0.030833917309039945,0.7314245902727091
"Boiled Rice, Toor Dal, Urad Dal",Other Dals,0.012459750804983901,0.22987540249195015,0.010219795604087919,0.8202247191011236,3.5681273864429515,0.007355605372842845,4.283818073638527,0.43234134858832063,0.7288218867367587,0.04402895054282268,0.76656338275574
"Moong Dal, Toor Dal, Whole Spices",Other Dals,0.024359512809743807,0.22987540249195015,0.01903961920761585,0.7816091954022989,3.4001428031416694,0.013439966395968176,3.526359999115808,0.43221750878519327,0.7235192828745791,0.08095238095238096,0.7164214656896238
"Other Dals, Other Rice Products, Urad Dal",Toor Dal,0.014559708805823884,0.15385692286154276,0.011479770404591909,0.7884615384615384,5.124641282284594,0.009239658409967738,3.999949091927252,0.431537411632953,0.8167561218160838,0.07314897413024087,0.7499968182049584
"Moong Dal, Sooji & Rava, Toor Dal, Whole Spices",Other Dals,0.012319753604927902,0.22987540249195015,0.01007979840403192,0.8181818181818182,3.5592403941977637,0.007247790085497465,4.2356852862942755,0.43101539142952056,0.7280100795338215,0.04342581423401689,0.7639106939234189
"Gourd & Cucumber, Other Dals, Root Vegetables, Sooji & Rava",Other Vegetables,0.012039759204815904,0.4300713985720286,0.01007979840403192,0.8372093023255814,1.9466751453488371,0.004901842324346289,3.500989980200397,0.4303234011627907,0.49222993717821545,0.023331173039533377,0.7143665061438537
"Beans, Gourd & Cucumber, Other Dals, Root Vegetables",Other Vegetables,0.03275934481310374,0.4300713985720286,0.026179476410471792,0.7991452991452992,1.8581689035790598,0.012090619170396937,2.8375168666839437,0.4300088474893163,0.477477644829692,0.05995511381853159,0.6475791873728499
"Moong Dal, Urad Dal, Whole Spices",Other Dals,0.01903961920761585,0.22987540249195015,0.015119697606047878,0.7941176470588235,3.4545568531919466,0.01074295747740372,3.740605187896241,0.4299455470373289,0.7243180100322957,0.06467065868263472,0.7326635798838713
"Moong Dal, Urad Dal",Other Dals,0.037939241215175695,0.22987540249195015,0.027999440011199778,0.7380073800738008,3.2104669402357855,0.019278141666622083,2.939489660911008,0.4299050298663767,0.7156708381839348,0.11675423234092239,0.65980489290441
"Gourd & Cucumber, Other Dals, Root Vegetables, Toor Dal",Other Vegetables,0.014139717205655888,0.4300713985720286,0.011759764804703907,0.8316831683168316,1.9338258044554453,0.005678676850654503,3.3860463967191237,0.4295134591584158,0.4898162048119446,0.027193266429265135,0.7046703196480296
"Beans, Gourd & Cucumber, Root Vegetables, Urad Dal",Other Vegetables,0.014139717205655888,0.4300713985720286,0.011759764804703907,0.8316831683168316,1.9338258044554453,0.005678676850654503,3.3860463967191237,0.4295134591584158,0.4898162048119446,0.027193266429265135,0.7046703196480296
Root Vegetables,Banana,0.4232115357692846,0.2605347893042139,0.1383172336553269,0.32682765464770097,1.2544491870760495,0.028055905352563526,1.0984782957903494,0.42886251082734317,0.3516668468220588,0.2535934291581109,0.08964974198192503
Banana,Root Vegetables,0.2605347893042139,0.4232115357692846,0.1383172336553269,0.5308973670069854,1.2544491870760492,0.028055905352563526,1.2295570812524184,0.42886251082734317,0.2743028036552219,0.2535934291581109,0.18669900304147982
"Gourd & Cucumber, Root Vegetables","Beans, Other Vegetables",0.16911661766764666,0.24415511689766203,0.08567828643427132,0.5066225165562914,2.0750026581201775,0.04438759887828984,1.5319809040060812,0.428769973874476,0.6235206017256664,0.26153846153846155,0.34725034927979065
"Beans, Other Vegetables","Gourd & Cucumber, Root Vegetables",0.24415511689766203,0.16911661766764666,0.08567828643427132,0.3509174311926606,2.0750026581201775,0.04438759887828984,1.2800888858547919,0.428769973874476,0.6854222580555344,0.26153846153846155,0.2188042478532729
"Beans, Gourd & Cucumber, Other Vegetables",Root Vegetables,0.13089738205235896,0.4232115357692846,0.08567828643427132,0.6545454545454545,1.5466153429765737,0.03028100434771369,1.6696508175099656,0.42849667699154964,0.40665718069873996,0.18290496114763896,0.401072374227714
Root Vegetables,"Beans, Gourd & Cucumber, Other Vegetables",0.4232115357692846,0.13089738205235896,0.08567828643427132,0.20244789943764474,1.5466153429765737,0.03028100434771369,1.0897126561823804,0.42849667699154964,0.6127494606256743,0.18290496114763896,0.08232689202369464
"Gourd & Cucumber, Other Dals, Root Vegetables",Other Vegetables,0.04619907601847963,0.4300713985720286,0.03569928601427971,0.7727272727272727,1.7967418323863635,0.01583038477827671,2.507685846283074,0.42786754261363635,0.46491568886471346,0.08102955195424213,0.6012259663696656
"Avalakki / Poha, Other Dals, Urad Dal",Toor Dal,0.013159736805263895,0.15385692286154276,0.010359792804143918,0.7872340425531915,5.116663117340717,0.008335076193618226,3.9768724625507494,0.4272839912492982,0.8152891151898104,0.06613047363717606,0.7485461227593394
"Moong Dal, Sooji & Rava, Sugar",Other Dals,0.01483970320593588,0.22987540249195015,0.011899762004759906,0.8018867924528302,3.4883540551099674,0.008488479257434312,3.887295587421586,0.4268264656539425,0.7240769378662364,0.05111244738424534,0.7427517466807065
"Avalakki / Poha, Toor Dal, Urad Dal",Other Dals,0.012879742405151898,0.22987540249195015,0.010359792804143918,0.8043478260869565,3.4990600010591537,0.0073990568347669875,3.9361923872633664,0.4247074087803845,0.7235278108913055,0.04457831325301206,0.7459473771567225
"Banana, Beans, Exotic Vegetables, Other Vegetables",Root Vegetables,0.0125997480050399,0.4232115357692846,0.010359792804143918,0.8222222222222222,1.9428161870106957,0.005027434100625002,3.2444351112977734,0.4233506082993347,0.49147573775391734,0.02435011516946364,0.6917799352750809
"Boiled Rice, Other Vegetables, Root Vegetables",Beans,0.02015959680806384,0.39717205655886884,0.01623967520649587,0.8055555555555556,2.0282281753025497,0.008232846682839547,3.1002579948401037,0.423221908902205,0.5173891836764858,0.04048865619546248,0.6774461991020282
"Beans, Gourd & Cucumber, Other Dals",Other Vegetables,0.051938961220775584,0.4300713985720286,0.03919921601567969,0.7547169811320755,1.754864386792453,0.016861754323082376,2.3235550673601915,0.42293140723270445,0.4537212049616066,0.08852355358836547,0.5696250052140543
"Moong Dal, Sooji & Rava, Toor Dal",Other Dals,0.018619627607447852,0.22987540249195015,0.014559708805823884,0.7819548872180451,3.4016466256994495,0.010279514415311584,3.5319507402955383,0.4226461403203502,0.7194200592560079,0.06223818073010175,0.7168703434645511
Gourd & Cucumber,"Beans, Root Vegetables",0.3009939801203976,0.2384152316953661,0.1124177516449671,0.37348837209302327,1.5665457673872374,0.0406562021356521,1.2155955841536474,0.4225046088298352,0.5173816194477999,0.2632786885245902,0.1773579856361149
"Beans, Root Vegetables",Gourd & Cucumber,0.2384152316953661,0.3009939801203976,0.1124177516449671,0.4715208455666471,1.5665457673872374,0.0406562021356521,1.3226747242832921,0.4225046088298352,0.47486882829096777,0.2632786885245902,0.24395621868266779
"Moong Dal, Other Vegetables, Toor Dal",Other Dals,0.02407951840963181,0.22987540249195015,0.018339633207335854,0.7616279069767442,3.313220547828797,0.012804344221109418,3.2307666041801117,0.42070433107667904,0.7154054802830921,0.07783719548425433,0.6904759388356452
"Gourd & Cucumber, Moong Dal, Other Dals, Root Vegetables",Other Vegetables,0.015539689206215875,0.4300713985720286,0.0125997480050399,0.8108108108108109,1.8852934966216217,0.005916572134747982,3.0124797504049923,0.42005384290540543,0.476990898748578,0.029097963142580015,0.6680475611942083
Gourd & Cucumber,"Beans, Other Vegetables, Root Vegetables",0.3009939801203976,0.15469690606187878,0.08567828643427132,0.2846511627906977,1.8400572450805008,0.03911544896639517,1.1816655734505597,0.4192486583184258,0.6531254867926208,0.2315550510783201,0.15373687575587172
"Beans, Other Vegetables, Root Vegetables",Gourd & Cucumber,0.15469690606187878,0.3009939801203976,0.08567828643427132,0.5538461538461539,1.840057245080501,0.03911544896639517,1.5667376307646261,0.4192486583184258,0.540088697508373,0.2315550510783201,0.36173103883899005
"Gourd & Cucumber, Root Vegetables, Urad Dal",Other Vegetables,0.019739605207895843,0.4300713985720286,0.015819683606327874,0.8014184397163121,1.8634543993794326,0.0073302439873084105,2.8699976000479994,0.41910114694148937,0.4726930105936863,0.0364516129032258,0.6515676528847009
"Besan, Moong Dal",Other Dals,0.016659666806663868,0.22987540249195015,0.013019739605207897,0.7815126050420168,3.3997226174269954,0.009190091992644258,3.5248010424406897,0.41907542554171484,0.7178169471183286,0.05575539568345324,0.7162960439583941
"Other Dals, Other Rice Products, Toor Dal",Urad Dal,0.015819683606327874,0.10261794764104717,0.011479770404591909,0.7256637168141593,7.071508771082592,0.009856386940579822,3.2711023198890863,0.4187663740960292,0.8723883703986399,0.10732984293193719,0.6942926566620187
"Raw Rice, Urad Dal, Whole Spices",Toor Dal,0.014279714405711887,0.15385692286154276,0.010919781604367913,0.7647058823529411,4.970240325429534,0.008722748686563439,3.5961080778384424,0.4178397473639137,0.810374400489441,0.06945681211041853,0.7219215945809163
"Moong Dal, Sugar, Whole Spices",Other Dals,0.019459610807783845,0.22987540249195015,0.01497970040599188,0.7697841726618704,3.34870179374162,0.010506414539215865,3.34522872042559,0.41747430313970496,0.7152961992346163,0.06391875746714457,0.7010667779174223
"Moong Dal, Other Dals, Urad Dal, Whole Spices",Toor Dal,0.015119697606047878,0.15385692286154276,0.011479770404591909,0.7592592592592593,4.934839753311091,0.009153500256328348,3.514748166575131,0.41693627203181344,0.8096000832076551,0.0728888888888889,0.7154845944554747
"Beans, Exotic Vegetables, Other Vegetables",Root Vegetables,0.03569928601427971,0.4232115357692846,0.027439451210975782,0.7686274509803922,1.8161779299877412,0.012331101551005521,2.4928992945564823,0.41673185317792355,0.4660300967076727,0.06359506813757301,0.5988606510565392
"Raw Rice, Urad Dal, Whole Spices",Other Dals,0.014279714405711887,0.22987540249195015,0.011199776004479911,0.7843137254901961,3.41190800315254,0.007917220907996791,3.5705776793555035,0.41651739867688853,0.7171495526203663,0.04807692307692308,0.7199332741640557
"Sugar, Toor Dal, Urad Dal",Other Dals,0.020719585608287835,0.22987540249195015,0.015819683606327874,0.7635135135135135,3.3214232807716364,0.01105676052515629,3.2565268694626104,0.41616601376041085,0.7137120699361743,0.06738223017292785,0.6929243822990414
"Banana, Beans",Root Vegetables,0.11983760324793503,0.4232115357692846,0.07769844603107938,0.6483644859813085,1.5320104278413782,0.026981789917610584,1.6403020776793769,0.4159784719023314,0.39454415446144414,0.16696750902527077,0.3903561949913802
"Gourd & Cucumber, Toor Dal",Other Vegetables,0.046899062018759624,0.4300713985720286,0.03513929721405572,0.7492537313432835,1.7421612639925372,0.014969352019931461,2.2729295414091713,0.4154797302549751,0.4469624439960487,0.07953105196451205,0.5600391557320251
"Gourd & Cucumber, Moong Dal, Toor Dal",Other Dals,0.016659666806663868,0.22987540249195015,0.012879742405151898,0.773109243697479,3.363166460250361,0.009050094792588259,3.3942528556836273,0.41456923817029856,0.7145655887887491,0.05512282804074296,0.7053843533414094
"Beans, Other Dry Fruits, Other Vegetables",Root Vegetables,0.014139717205655888,0.4232115357692846,0.01133977320453591,0.801980198019802,1.8949866207262474,0.005355681770586904,2.9127817443651134,0.4143873864726863,0.47906564142481967,0.02661846861649688,0.6566855714697685
"Moong Dal, Other Vegetables, Urad Dal",Other Dals,0.018059638807223857,0.22987540249195015,0.01385972280554389,0.7674418604651163,3.3385123077358867,0.009708256065874063,3.311535769284615,0.4138670934481489,0.7133481953841235,0.05921052631578948,0.6980253061811172
"Beans, Boiled Rice, Other Vegetables",Root Vegetables,0.020579588408231837,0.4232115357692846,0.01623967520649587,0.7891156462585034,1.8645891701040322,0.007530155990748308,2.7350936852230694,0.4137440619648455,0.47343186254214226,0.037982973149967264,0.6343818109768179
"Gourd & Cucumber, Other Dals",Other Vegetables,0.08007839843203136,0.4300713985720286,0.05585888282234355,0.6975524475524475,1.621945681271853,0.02141945401327168,1.884388208189593,0.41371763002622375,0.4168361094487854,0.12295839753466871,0.46932378601501656
"Raw Rice, Toor Dal, Urad Dal",Other Dals,0.018479630407391853,0.22987540249195015,0.014139717205655888,0.7651515151515151,3.3285488871664266,0.009891704727854205,3.27924022164718,0.41333093418964306,0.7127399517872199,0.06037059175134489,0.695051312984416
"Beans, Exotic Vegetables, Gourd & Cucumber, Other Vegetables",Root Vegetables,0.016939661206775865,0.4232115357692846,0.013439731205375893,0.7933884297520661,1.8746852642140286,0.006270671170644906,2.791656166876663,0.41257248149859344,0.4746169775942277,0.031496062992125984,0.6417896975046137
"Other Rice Products, Toor Dal, Urad Dal",Other Dals,0.01483970320593588,0.22987540249195015,0.011479770404591909,0.7735849056603774,3.3652356766943217,0.008068487657266315,3.4013836389938876,0.411762002160274,0.7134310976476256,0.04921968787515006,0.7060019962065217
"Boiled Rice, Other Dals, Root Vegetables",Beans,0.013019739605207897,0.39717205655886884,0.010359792804143918,0.7956989247311828,2.003411145348903,0.005188716049282543,2.950684144211852,0.41089140808289837,0.507458309373203,0.02591036414565826,0.6610955456002875
Other Dals,Toor Dal,0.22987540249195015,0.15385692286154276,0.07573848523029539,0.3294762484774665,2.141445716901313,0.04037056316132532,1.2619136536433668,0.4108709722824093,0.6921292414990251,0.2459090909090909,0.20755275361921627
Toor Dal,Other Dals,0.15385692286154276,0.22987540249195015,0.07573848523029539,0.4922656960873521,2.141445716901313,0.04037056316132532,1.5167866176726645,0.4108709722824093,0.6299475442564754,0.2459090909090909,0.34071148284892855
"Sugar, Urad Dal, Whole Spices",Other Dals,0.018619627607447852,0.22987540249195015,0.014139717205655888,0.7593984962406015,3.3035222038042735,0.009859522815143587,3.200830358392832,0.41045442473418625,0.710522450247878,0.06033452807646356,0.6875810686505393
"Boiled Rice, Gourd & Cucumber, Other Vegetables",Beans,0.014139717205655888,0.39717205655886884,0.011199776004479911,0.7920792079207921,1.9942974205774473,0.00558387544274874,2.8993153470263935,0.4101390047358631,0.5057210309571144,0.02799160251924423,0.6550909851784064
"Beans, Cashews, Other Vegetables",Root Vegetables,0.015399692006159876,0.4232115357692846,0.012179756404871903,0.790909090909091,1.86882687276336,0.0056624291005710065,2.7585535245816835,0.4098442245812408,0.4721763247481904,0.028562048588312544,0.6374911738746691
"Beans, Gourd & Cucumber, Organic F&V, Root Vegetables",Other Vegetables,0.015399692006159876,0.4300713985720286,0.012179756404871903,0.790909090909091,1.8390181107954546,0.005556789326204237,2.7257454850902993,0.4096147017045455,0.463367278396917,0.028109854604200322,0.6331278890600927
"Moong Dal, Sooji & Rava, Urad Dal",Other Dals,0.015119697606047878,0.22987540249195015,0.011619767604647908,0.7685185185185186,3.3431959669779405,0.008144121031901076,3.3269382612347767,0.40953331528849196,0.7116448737380225,0.04979004199160169,0.6994233371710196
"Moong Dal, Raw Peanuts",Other Dals,0.018479630407391853,0.22987540249195015,0.013999720005599889,0.7575757575757576,3.2955929575905216,0.009751707527798206,3.1767639647207053,0.4092385487026169,0.7096790757381258,0.059737156511350066,0.6852142585645585
"Other Vegetables, Root Vegetables","Beans, Gourd & Cucumber",0.24597508049839004,0.18255634887302255,0.08567828643427132,0.3483210017074559,1.9080191067456727,0.04077397382473742,1.2543654978428815,0.4088230775408445,0.6311412546204271,0.24989791751735405,0.20278419510127715
"Beans, Gourd & Cucumber","Other Vegetables, Root Vegetables",0.18255634887302255,0.24597508049839004,0.08567828643427132,0.46932515337423314,1.9080191067456729,0.04077397382473742,1.4208793280781782,0.4088230775408445,0.5821761941061177,0.24989791751735405,0.2962104661255379
